station_id,timestamp,temperature_c,pressure_hpa,humidity_pct,latitude,longitude
AWS_DIU,2021-01-02T19:00:00,17.09,1011.63,37.03,20.7141,70.9822
AWS_DIU,2021-01-02T20:00:00,16.44,1011.13,37.78,20.7141,70.9822
AWS_DIU,2021-01-02T21:00:00,16.34,1010.63,37.34,20.7141,70.9822
AWS_DIU,2021-01-02T22:00:00,16.19,1009.93,37.57,20.7141,70.9822
AWS_DIU,2021-01-02T23:00:00,15.89,1009.73,38.02,20.7141,70.9822
AWS_DIU,2021-01-03T00:00:00,15.94,1009.93,39.42,20.7141,70.9822
AWS_DIU,2021-01-03T01:00:00,15.39,1010.42,40.4,20.7141,70.9822
AWS_DIU,2021-01-03T02:00:00,15.14,1011.22,41.64,20.7141,70.9822
AWS_DIU,2021-01-03T03:00:00,16.54,1011.93,41.75,20.7141,70.9822
AWS_DIU,2021-01-03T04:00:00,19.34,1012.44,37.29,20.7141,70.9822
AWS_DIU,2021-01-03T05:00:00,22.44,1012.66,32.93,20.7141,70.9822
AWS_DIU,2021-01-03T06:00:00,24.54,1012.07,29.01,20.7141,70.9822
AWS_DIU,2021-01-03T07:00:00,25.59,1010.88,27.73,20.7141,70.9822
AWS_DIU,2021-01-03T08:00:00,26.04,1009.68,29.43,20.7141,70.9822
AWS_DIU,2021-01-03T09:00:00,25.54,1008.88,37.65,20.7141,70.9822
AWS_DIU,2021-01-03T10:00:00,24.84,1008.48,41.27,20.7141,70.9822
AWS_DIU,2021-01-03T11:00:00,24.39,1008.28,39.66,20.7141,70.9822
AWS_DIU,2021-01-03T12:00:00,24.04,1008.38,39.82,20.7141,70.9822
AWS_DIU,2021-01-03T13:00:00,21.19,1008.96,51.64,20.7141,70.9822
AWS_DIU,2021-01-03T14:00:00,19.89,1009.65,50.1,20.7141,70.9822
AWS_DIU,2021-01-03T15:00:00,20.09,1010.05,41.46,20.7141,70.9822
AWS_DIU,2021-01-03T16:00:00,19.09,1010.54,39.63,20.7141,70.9822
AWS_DIU,2021-01-03T17:00:00,18.94,1010.64,36.66,20.7141,70.9822
AWS_DIU,2021-01-03T18:00:00,18.34,1010.54,38.73,20.7141,70.9822
AWS_DIU,2021-01-03T19:00:00,17.69,1010.44,41.5,20.7141,70.9822
AWS_DIU,2021-01-03T20:00:00,17.29,1010.04,43.31,20.7141,70.9822
AWS_DIU,2021-01-03T21:00:00,16.79,1009.53,45.49,20.7141,70.9822
AWS_DIU,2021-01-03T22:00:00,16.39,1009.33,47.64,20.7141,70.9822
AWS_DIU,2021-01-03T23:00:00,15.99,1009.23,50.07,20.7141,70.9822
AWS_DIU,2021-01-04T00:00:00,15.84,1009.53,54.54,20.7141,70.9822
AWS_DIU,2021-01-04T01:00:00,14.94,1010.02,58.58,20.7141,70.9822
AWS_DIU,2021-01-04T02:00:00,14.24,1010.72,62.99,20.7141,70.9822
AWS_DIU,2021-01-04T03:00:00,16.44,1011.43,57.37,20.7141,70.9822
AWS_DIU,2021-01-04T04:00:00,19.19,1012.04,49.74,20.7141,70.9822
AWS_DIU,2021-01-04T05:00:00,22.34,1012.36,41.68,20.7141,70.9822
AWS_DIU,2021-01-04T06:00:00,24.49,1011.37,32.72,20.7141,70.9822
AWS_DIU,2021-01-04T07:00:00,25.59,1010.48,30.75,20.7141,70.9822
AWS_DIU,2021-01-04T08:00:00,26.09,1009.29,31.74,20.7141,70.9822
AWS_DIU,2021-01-04T09:00:00,26.24,1008.79,32.88,20.7141,70.9822
AWS_DIU,2021-01-04T10:00:00,26.14,1008.39,33.41,20.7141,70.9822
AWS_DIU,2021-01-04T11:00:00,25.89,1008.39,34.37,20.7141,70.9822
AWS_DIU,2021-01-04T12:00:00,24.69,1008.78,40.82,20.7141,70.9822
AWS_DIU,2021-01-04T13:00:00,22.79,1009.37,43.67,20.7141,70.9822
AWS_DIU,2021-01-04T14:00:00,21.34,1009.96,42.25,20.7141,70.9822
AWS_DIU,2021-01-04T15:00:00,20.04,1010.65,47.19,20.7141,70.9822
AWS_DIU,2021-01-04T16:00:00,18.69,1010.94,53.27,20.7141,70.9822
AWS_DIU,2021-01-04T17:00:00,18.04,1011.34,52.74,20.7141,70.9822
AWS_DIU,2021-01-04T18:00:00,18.09,1011.14,48.11,20.7141,70.9822
AWS_DIU,2021-01-04T19:00:00,17.64,1010.94,49.15,20.7141,70.9822
AWS_DIU,2021-01-04T20:00:00,17.14,1011.03,50.56,20.7141,70.9822
AWS_DIU,2021-01-04T21:00:00,16.79,1010.83,52.41,20.7141,70.9822
AWS_DIU,2021-01-04T22:00:00,16.39,1010.63,56.2,20.7141,70.9822
AWS_DIU,2021-01-04T23:00:00,15.99,1010.73,60.25,20.7141,70.9822
AWS_DIU,2021-01-05T00:00:00,16.19,1010.63,63.22,20.7141,70.9822
AWS_DIU,2021-01-05T01:00:00,15.89,1011.33,62.73,20.7141,70.9822
AWS_DIU,2021-01-05T02:00:00,15.74,1012.12,62.69,20.7141,70.9822
AWS_DIU,2021-01-05T03:00:00,17.24,1012.93,58.35,20.7141,70.9822
AWS_DIU,2021-01-05T04:00:00,20.14,1013.65,48.67,20.7141,70.9822
AWS_DIU,2021-01-05T05:00:00,23.19,1013.66,38.4,20.7141,70.9822
AWS_DIU,2021-01-05T06:00:00,25.04,1013.07,31.55,20.7141,70.9822
AWS_DIU,2021-01-05T07:00:00,25.94,1011.98,30.22,20.7141,70.9822
AWS_DIU,2021-01-05T08:00:00,26.64,1011.09,29.19,20.7141,70.9822
AWS_DIU,2021-01-05T09:00:00,26.69,1010.29,30.53,20.7141,70.9822
AWS_DIU,2021-01-05T10:00:00,26.29,1009.89,34.13,20.7141,70.9822
AWS_DIU,2021-01-05T11:00:00,25.99,1009.88,34.92,20.7141,70.9822
AWS_DIU,2021-01-05T12:00:00,24.59,1010.18,46.37,20.7141,70.9822
AWS_DIU,2021-01-05T13:00:00,21.64,1010.66,51.43,20.7141,70.9822
AWS_DIU,2021-01-05T14:00:00,21.49,1011.36,40.37,20.7141,70.9822
AWS_DIU,2021-01-05T15:00:00,20.04,1012.05,44.62,20.7141,70.9822
AWS_DIU,2021-01-05T16:00:00,19.54,1012.44,48.6,20.7141,70.9822
AWS_DIU,2021-01-05T17:00:00,19.34,1012.74,52.63,20.7141,70.9822
AWS_DIU,2021-01-05T18:00:00,18.69,1012.84,55.92,20.7141,70.9822
AWS_DIU,2021-01-05T19:00:00,18.09,1012.64,57.32,20.7141,70.9822
AWS_DIU,2021-01-05T20:00:00,17.69,1012.43,57.88,20.7141,70.9822
AWS_DIU,2021-01-05T21:00:00,17.34,1012.03,58.44,20.7141,70.9822
AWS_DIU,2021-01-05T22:00:00,16.99,1012.03,58.83,20.7141,70.9822
AWS_DIU,2021-01-05T23:00:00,16.79,1011.93,59.63,20.7141,70.9822
AWS_DIU,2021-01-06T00:00:00,15.99,1011.83,66.12,20.7141,70.9822
AWS_DIU,2021-01-06T01:00:00,15.59,1012.22,70.42,20.7141,70.9822
AWS_DIU,2021-01-06T02:00:00,15.54,1012.82,71.59,20.7141,70.9822
AWS_DIU,2021-01-06T03:00:00,16.94,1013.63,65.95,20.7141,70.9822
AWS_DIU,2021-01-06T04:00:00,19.49,1014.24,57.55,20.7141,70.9822
AWS_DIU,2021-01-06T05:00:00,22.14,1014.36,49.66,20.7141,70.9822
AWS_DIU,2021-01-06T06:00:00,24.34,1013.67,40.82,20.7141,70.9822
AWS_DIU,2021-01-06T07:00:00,25.79,1012.18,31.01,20.7141,70.9822
AWS_DIU,2021-01-06T08:00:00,26.74,1010.89,29.73,20.7141,70.9822
AWS_DIU,2021-01-06T09:00:00,27.29,1009.89,28.88,20.7141,70.9822
AWS_DIU,2021-01-06T10:00:00,27.49,1009.29,27.96,20.7141,70.9822
AWS_DIU,2021-01-06T11:00:00,27.29,1009.19,26.88,20.7141,70.9822
AWS_DIU,2021-01-06T12:00:00,25.34,1009.78,39.92,20.7141,70.9822
AWS_DIU,2021-01-06T13:00:00,21.64,1010.36,37.31,20.7141,70.9822
AWS_DIU,2021-01-06T14:00:00,21.94,1011.16,34.66,20.7141,70.9822
AWS_DIU,2021-01-06T15:00:00,20.89,1011.95,38.0,20.7141,70.9822
AWS_DIU,2021-01-06T16:00:00,20.34,1012.35,39.45,20.7141,70.9822
AWS_DIU,2021-01-06T17:00:00,19.94,1012.15,39.74,20.7141,70.9822
AWS_DIU,2021-01-06T18:00:00,19.49,1011.75,41.01,20.7141,70.9822
AWS_DIU,2021-01-06T19:00:00,18.94,1011.24,43.32,20.7141,70.9822
AWS_DIU,2021-01-06T20:00:00,18.44,1010.84,45.95,20.7141,70.9822
AWS_DIU,2021-01-06T21:00:00,17.94,1010.34,48.23,20.7141,70.9822
AWS_DIU,2021-01-06T22:00:00,17.49,1009.94,49.96,20.7141,70.9822
AWS_DIU,2021-01-06T23:00:00,17.34,1009.64,50.79,20.7141,70.9822
AWS_DIU,2021-01-07T00:00:00,16.94,1009.53,52.63,20.7141,70.9822
AWS_DIU,2021-01-07T01:00:00,16.44,1009.83,55.07,20.7141,70.9822
AWS_DIU,2021-01-07T02:00:00,16.29,1010.53,56.56,20.7141,70.9822
AWS_DIU,2021-01-07T03:00:00,17.89,1011.24,53.24,20.7141,70.9822
AWS_DIU,2021-01-07T04:00:00,21.14,1011.75,45.0,20.7141,70.9822
AWS_DIU,2021-01-07T05:00:00,24.59,1011.57,38.15,20.7141,70.9822
AWS_DIU,2021-01-07T06:00:00,26.94,1010.69,36.93,20.7141,70.9822
AWS_DIU,2021-01-07T07:00:00,28.09,1009.4,40.82,20.7141,70.9822
AWS_DIU,2021-01-07T08:00:00,28.54,1008.0,43.26,20.7141,70.9822
AWS_DIU,2021-01-07T09:00:00,27.84,1007.0,46.09,20.7141,70.9822
AWS_DIU,2021-01-07T10:00:00,26.84,1006.49,46.86,20.7141,70.9822
AWS_DIU,2021-01-07T11:00:00,26.39,1006.29,47.2,20.7141,70.9822
AWS_DIU,2021-01-07T12:00:00,25.69,1006.49,58.67,20.7141,70.9822
AWS_DIU,2021-01-07T13:00:00,23.44,1006.98,75.4,20.7141,70.9822
AWS_DIU,2021-01-07T14:00:00,22.34,1007.87,79.35,20.7141,70.9822
AWS_DIU,2021-01-07T15:00:00,22.84,1008.57,66.78,20.7141,70.9822
AWS_DIU,2021-01-07T16:00:00,22.69,1008.97,57.95,20.7141,70.9822
AWS_DIU,2021-01-07T17:00:00,22.29,1008.77,58.42,20.7141,70.9822
AWS_DIU,2021-01-07T18:00:00,21.79,1008.56,58.68,20.7141,70.9822
AWS_DIU,2021-01-07T19:00:00,21.34,1007.96,56.5,20.7141,70.9822
AWS_DIU,2021-01-07T20:00:00,20.94,1007.86,52.61,20.7141,70.9822
AWS_DIU,2021-01-07T21:00:00,20.59,1007.36,48.63,20.7141,70.9822
AWS_DIU,2021-01-07T22:00:00,20.44,1007.26,45.72,20.7141,70.9822
AWS_DIU,2021-01-07T23:00:00,20.39,1007.16,44.03,20.7141,70.9822
AWS_DIU,2021-01-08T00:00:00,20.14,1007.26,43.96,20.7141,70.9822
AWS_DIU,2021-01-08T01:00:00,19.79,1007.95,45.54,20.7141,70.9822
AWS_DIU,2021-01-08T02:00:00,19.34,1008.65,47.32,20.7141,70.9822
AWS_DIU,2021-01-08T03:00:00,20.34,1009.75,47.11,20.7141,70.9822
AWS_DIU,2021-01-08T04:00:00,22.64,1010.37,44.07,20.7141,70.9822
AWS_DIU,2021-01-08T05:00:00,25.24,1010.58,41.79,20.7141,70.9822
AWS_DIU,2021-01-08T06:00:00,27.19,1009.99,42.2,20.7141,70.9822
AWS_DIU,2021-01-08T07:00:00,28.04,1009.0,43.68,20.7141,70.9822
AWS_DIU,2021-01-08T08:00:00,27.79,1007.9,46.52,20.7141,70.9822
AWS_DIU,2021-01-08T09:00:00,27.09,1007.0,50.85,20.7141,70.9822
AWS_DIU,2021-01-08T10:00:00,26.29,1006.39,53.81,20.7141,70.9822
AWS_DIU,2021-01-08T11:00:00,25.59,1006.29,53.29,20.7141,70.9822
AWS_DIU,2021-01-08T12:00:00,24.44,1006.98,56.71,20.7141,70.9822
AWS_DIU,2021-01-08T13:00:00,22.19,1007.77,69.47,20.7141,70.9822
AWS_DIU,2021-01-08T14:00:00,23.04,1008.57,66.61,20.7141,70.9822
AWS_DIU,2021-01-08T15:00:00,22.69,1009.47,60.05,20.7141,70.9822
AWS_DIU,2021-01-08T16:00:00,22.29,1009.86,48.28,20.7141,70.9822
AWS_DIU,2021-01-08T17:00:00,21.14,1010.06,47.33,20.7141,70.9822
AWS_DIU,2021-01-08T18:00:00,20.29,1009.85,44.76,20.7141,70.9822
AWS_DIU,2021-01-08T19:00:00,19.74,1009.95,41.65,20.7141,70.9822
AWS_DIU,2021-01-08T20:00:00,19.29,1009.65,38.87,20.7141,70.9822
AWS_DIU,2021-01-08T21:00:00,18.99,1009.05,37.06,20.7141,70.9822
AWS_DIU,2021-01-08T22:00:00,18.84,1008.85,36.89,20.7141,70.9822
AWS_DIU,2021-01-08T23:00:00,18.49,1008.84,37.7,20.7141,70.9822
AWS_DIU,2021-01-09T00:00:00,18.49,1008.84,42.16,20.7141,70.9822
AWS_DIU,2021-01-09T01:00:00,17.99,1009.34,45.82,20.7141,70.9822
AWS_DIU,2021-01-09T02:00:00,17.84,1010.04,49.38,20.7141,70.9822
AWS_DIU,2021-01-09T03:00:00,18.99,1010.84,50.2,20.7141,70.9822
AWS_DIU,2021-01-09T04:00:00,21.59,1011.36,48.09,20.7141,70.9822
AWS_DIU,2021-01-09T05:00:00,24.59,1011.47,46.71,20.7141,70.9822
AWS_DIU,2021-01-09T06:00:00,26.79,1010.99,47.92,20.7141,70.9822
AWS_DIU,2021-01-09T07:00:00,28.24,1009.8,46.94,20.7141,70.9822
AWS_DIU,2021-01-09T08:00:00,29.14,1008.5,43.56,20.7141,70.9822
AWS_DIU,2021-01-09T09:00:00,29.44,1007.61,40.8,20.7141,70.9822
AWS_DIU,2021-01-09T10:00:00,28.34,1007.4,48.18,20.7141,70.9822
AWS_DIU,2021-01-09T11:00:00,26.14,1007.49,62.59,20.7141,70.9822
AWS_DIU,2021-01-09T12:00:00,25.29,1007.78,66.65,20.7141,70.9822
AWS_DIU,2021-01-09T13:00:00,24.19,1008.08,72.08,20.7141,70.9822
AWS_DIU,2021-01-09T14:00:00,24.39,1008.98,67.52,20.7141,70.9822
AWS_DIU,2021-01-09T15:00:00,23.59,1010.07,58.73,20.7141,70.9822
AWS_DIU,2021-01-09T16:00:00,23.29,1010.77,60.19,20.7141,70.9822
AWS_DIU,2021-01-09T17:00:00,22.39,1010.96,64.18,20.7141,70.9822
AWS_DIU,2021-01-09T18:00:00,21.69,1010.76,66.33,20.7141,70.9822
AWS_DIU,2021-01-09T19:00:00,21.24,1010.46,67.75,20.7141,70.9822
AWS_DIU,2021-01-09T20:00:00,20.94,1009.96,67.91,20.7141,70.9822
AWS_DIU,2021-01-09T21:00:00,20.64,1009.76,68.28,20.7141,70.9822
AWS_DIU,2021-01-09T22:00:00,20.24,1009.45,68.87,20.7141,70.9822
AWS_DIU,2021-01-09T23:00:00,,,,20.7141,70.9822
AWS_DIU,2021-01-10T00:00:00,20.14,1009.25,70.2,20.7141,70.9822
AWS_DIU,2021-01-10T01:00:00,20.04,1009.75,70.86,20.7141,70.9822
AWS_DIU,2021-01-10T02:00:00,19.89,1010.15,72.69,20.7141,70.9822
AWS_DIU,2021-01-10T03:00:00,21.14,1010.86,71.07,20.7141,70.9822
AWS_DIU,2021-01-10T04:00:00,23.84,1011.67,64.69,20.7141,70.9822
AWS_DIU,2021-01-10T05:00:00,26.59,1011.88,58.51,20.7141,70.9822
AWS_DIU,2021-01-10T06:00:00,28.59,1011.5,55.07,20.7141,70.9822
AWS_DIU,2021-01-10T07:00:00,29.74,1010.5,53.0,20.7141,70.9822
AWS_DIU,2021-01-10T08:00:00,30.34,1009.31,51.52,20.7141,70.9822
AWS_DIU,2021-01-10T09:00:00,30.69,1008.21,50.19,20.7141,70.9822
AWS_DIU,2021-01-10T10:00:00,30.09,1007.81,54.42,20.7141,70.9822
AWS_DIU,2021-01-10T11:00:00,28.29,1007.9,65.23,20.7141,70.9822
AWS_DIU,2021-01-10T12:00:00,26.84,1007.99,69.71,20.7141,70.9822
AWS_DIU,2021-01-10T13:00:00,25.04,1008.88,76.83,20.7141,70.9822
AWS_DIU,2021-01-10T14:00:00,23.94,1009.47,81.06,20.7141,70.9822
AWS_DIU,2021-01-10T15:00:00,24.14,1010.27,79.84,20.7141,70.9822
AWS_DIU,2021-01-10T16:00:00,24.34,1010.87,67.72,20.7141,70.9822
AWS_DIU,2021-01-10T17:00:00,24.14,1011.07,56.64,20.7141,70.9822
AWS_DIU,2021-01-10T18:00:00,23.39,1011.07,59.63,20.7141,70.9822
AWS_DIU,2021-01-10T19:00:00,23.04,1010.57,61.5,20.7141,70.9822
AWS_DIU,2021-01-10T20:00:00,22.74,1010.17,62.83,20.7141,70.9822
AWS_DIU,2021-01-10T21:00:00,22.44,1010.06,63.98,20.7141,70.9822
AWS_DIU,2021-01-10T22:00:00,22.24,1009.86,64.35,20.7141,70.9822
AWS_DIU,2021-01-10T23:00:00,22.24,1009.66,64.14,20.7141,70.9822
AWS_DIU,2021-01-11T00:00:00,21.94,1009.46,62.45,20.7141,70.9822
AWS_DIU,2021-01-11T01:00:00,21.84,1009.96,64.68,20.7141,70.9822
AWS_DIU,2021-01-11T02:00:00,21.69,1010.56,66.55,20.7141,70.9822
AWS_DIU,2021-01-11T03:00:00,22.69,1011.46,64.65,20.7141,70.9822
AWS_DIU,2021-01-11T04:00:00,24.94,1012.37,80.37,20.7141,70.9822
AWS_DIU,2021-01-11T05:00:00,27.44,1012.79,53.93,20.7141,70.9822
AWS_DIU,2021-01-11T06:00:00,29.19,1012.5,51.39,20.7141,70.9822
AWS_DIU,2021-01-11T07:00:00,30.34,1011.7,49.01,20.7141,70.9822
AWS_DIU,2021-01-11T08:00:00,30.89,1010.61,47.35,20.7141,70.9822
AWS_DIU,2021-01-11T09:00:00,30.79,1009.71,49.44,20.7141,70.9822
AWS_DIU,2021-01-11T10:00:00,29.44,1009.4,58.09,20.7141,70.9822
AWS_DIU,2021-01-11T11:00:00,27.74,1009.49,63.92,20.7141,70.9822
AWS_DIU,2021-01-11T12:00:00,26.49,1009.89,63.25,20.7141,70.9822
AWS_DIU,2021-01-11T13:00:00,25.19,1010.28,66.42,20.7141,70.9822
AWS_DIU,2021-01-11T14:00:00,24.34,1011.17,72.1,20.7141,70.9822
AWS_DIU,2021-01-11T15:00:00,23.89,1012.07,75.0,20.7141,70.9822
AWS_DIU,2021-01-11T16:00:00,24.99,1012.77,63.93,20.7141,70.9822
AWS_DIU,2021-01-11T17:00:00,24.94,1013.07,57.01,20.7141,70.9822
AWS_DIU,2021-01-11T18:00:00,24.39,1012.97,55.61,20.7141,70.9822
AWS_DIU,2021-01-11T19:00:00,23.74,1012.57,55.81,20.7141,70.9822
AWS_DIU,2021-01-11T20:00:00,23.29,1012.37,56.06,20.7141,70.9822
AWS_DIU,2021-01-11T21:00:00,22.94,1011.76,56.71,20.7141,70.9822
AWS_DIU,2021-01-11T22:00:00,22.49,1011.36,57.52,20.7141,70.9822
AWS_DIU,2021-01-11T23:00:00,21.94,1011.26,57.95,20.7141,70.9822
AWS_DIU,2021-01-12T00:00:00,21.79,1011.26,61.81,20.7141,70.9822
AWS_DIU,2021-01-12T01:00:00,21.14,1011.65,62.27,20.7141,70.9822
AWS_DIU,2021-01-12T02:00:00,21.0,1012.35,62.39,20.7141,70.9822
AWS_DIU,2021-01-12T03:00:00,22.35,1013.26,58.71,20.7141,70.9822
AWS_DIU,2021-01-12T04:00:00,25.06,1013.97,52.32,20.7141,70.9822
AWS_DIU,2021-01-12T05:00:00,27.97,1014.08,48.17,20.7141,70.9822
AWS_DIU,2021-01-12T06:00:00,30.32,1013.7,44.45,20.7141,70.9822
AWS_DIU,2021-01-12T07:00:00,31.88,1012.7,41.0,20.7141,70.9822
AWS_DIU,2021-01-12T08:00:00,33.14,1011.41,36.34,20.7141,70.9822
AWS_DIU,2021-01-12T09:00:00,33.6,1010.32,33.15,20.7141,70.9822
AWS_DIU,2021-01-12T10:00:00,32.9,1010.01,38.32,20.7141,70.9822
AWS_DIU,2021-01-12T11:00:00,31.71,1009.6,49.6,20.7141,70.9822
AWS_DIU,2021-01-12T12:00:00,30.87,1009.8,50.91,20.7141,70.9822
AWS_DIU,2021-01-12T13:00:00,29.67,1010.39,57.38,20.7141,70.9822
AWS_DIU,2021-01-12T14:00:00,27.58,1010.98,50.11,20.7141,70.9822
AWS_DIU,2021-01-12T15:00:00,28.24,1011.68,43.65,20.7141,70.9822
AWS_DIU,2021-01-12T16:00:00,27.44,1012.37,45.88,20.7141,70.9822
AWS_DIU,2021-01-12T17:00:00,27.25,1012.67,45.17,20.7141,70.9822
AWS_DIU,2021-01-12T18:00:00,27.16,1012.67,44.35,20.7141,70.9822
AWS_DIU,2021-01-12T19:00:00,26.96,1012.27,43.65,20.7141,70.9822
AWS_DIU,2021-01-12T20:00:00,26.72,1012.06,44.55,20.7141,70.9822
AWS_DIU,2021-01-12T21:00:00,26.48,1011.66,46.1,20.7141,70.9822
AWS_DIU,2021-01-12T22:00:00,26.18,1011.36,47.84,20.7141,70.9822
AWS_DIU,2021-01-12T23:00:00,25.94,1011.16,49.5,20.7141,70.9822
AWS_DIU,2021-01-13T00:00:00,25.7,1011.15,54.39,20.7141,70.9822
AWS_DIU,2021-01-13T01:00:00,25.41,1011.75,52.31,20.7141,70.9822
AWS_DIU,2021-01-13T02:00:00,25.31,1012.55,50.17,20.7141,70.9822
AWS_DIU,2021-01-13T03:00:00,26.57,1012.95,47.98,20.7141,70.9822
AWS_DIU,2021-01-13T04:00:00,29.38,1013.67,43.51,20.7141,70.9822
AWS_DIU,2021-01-13T05:00:00,32.33,1013.58,37.93,20.7141,70.9822
AWS_DIU,2021-01-13T06:00:00,28.59,1012.89,32.98,20.7141,70.9822
AWS_DIU,2021-01-13T07:00:00,28.59,1011.5,29.88,20.7141,70.9822
AWS_DIU,2021-01-13T08:00:00,28.59,1010.21,29.83,20.7141,70.9822
AWS_DIU,2021-01-13T09:00:00,28.59,1009.21,40.36,20.7141,70.9822
AWS_DIU,2021-01-13T10:00:00,28.59,1008.7,52.62,20.7141,70.9822
AWS_DIU,2021-01-13T11:00:00,26.54,1008.79,54.39,20.7141,70.9822
AWS_DIU,2021-01-13T12:00:00,25.04,1009.38,49.18,20.7141,70.9822
AWS_DIU,2021-01-13T13:00:00,23.39,1009.87,59.44,20.7141,70.9822
AWS_DIU,2021-01-13T14:00:00,22.69,1010.76,73.41,20.7141,70.9822
AWS_DIU,2021-01-13T15:00:00,21.39,1011.36,85.41,20.7141,70.9822
AWS_DIU,2021-01-13T16:00:00,23.24,1012.07,75.6,20.7141,70.9822
AWS_DIU,2021-01-13T17:00:00,20.99,1012.25,84.04,20.7141,70.9822
AWS_DIU,2021-01-13T18:00:00,20.49,1012.05,82.15,20.7141,70.9822
AWS_DIU,2021-01-13T19:00:00,20.04,1011.55,70.86,20.7141,70.9822
AWS_DIU,2021-01-13T20:00:00,19.99,1011.15,48.96,20.7141,70.9822
AWS_DIU,2021-01-13T21:00:00,19.74,1010.75,41.94,20.7141,70.9822
AWS_DIU,2021-01-13T22:00:00,19.49,1010.35,45.3,20.7141,70.9822
AWS_DIU,2021-01-13T23:00:00,18.79,1010.14,49.64,20.7141,70.9822
AWS_DIU,2021-01-14T00:00:00,18.29,1010.44,56.11,20.7141,70.9822
AWS_DIU,2021-01-14T01:00:00,17.64,1010.94,60.24,20.7141,70.9822
AWS_DIU,2021-01-14T02:00:00,17.04,1011.43,63.2,20.7141,70.9822
AWS_DIU,2021-01-14T03:00:00,19.14,1011.94,54.29,20.7141,70.9822
